League;Date;Get;Pay;Value;Confidence
Sanctum;2023-02-18;Sacrifice at Dusk;Chaos Orb;0.16667;High
Sanctum;2023-02-19;Sacrifice at Dusk;Chaos Orb;0.16537;High
Sanctum;2023-02-20;Sacrifice at Dusk;Chaos Orb;0.16239;High
Sanctum;2023-02-21;Sacrifice at Dusk;Chaos Orb;0.16643;High
Sanctum;2023-02-22;Sacrifice at Dusk;Chaos Orb;0.16667;High
Sanctum;2023-02-23;Sacrifice at Dusk;Chaos Orb;0.16529;High
Sanctum;2023-02-24;Sacrifice at Dusk;Chaos Orb;0.16596;High
Sanctum;2023-02-25;Sacrifice at Dusk;Chaos Orb;0.16392;High
Sanctum;2023-02-26;Sacrifice at Dusk;Chaos Orb;0.16529;High
Sanctum;2023-02-27;Sacrifice at Dusk;Chaos Orb;0.16216;High
Sanctum;2023-02-28;Sacrifice at Dusk;Chaos Orb;0.16208;High
Sanctum;2023-03-01;Sacrifice at Dusk;Chaos Orb;0.15782;High
Sanctum;2023-03-02;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-03;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-04;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-05;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-06;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-07;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-08;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-09;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-10;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-11;Sacrifice at Dusk;Chaos Orb;0.15344;High
Sanctum;2023-03-12;Sacrifice at Dusk;Chaos Orb;0.14286;High
Sanctum;2023-03-13;Sacrifice at Dusk;Chaos Orb;0.1503;High
Sanctum;2023-03-14;Sacrifice at Dusk;Chaos Orb;0.14524;High
Sanctum;2023-03-15;Sacrifice at Dusk;Chaos Orb;0.15344;High
Sanctum;2023-03-16;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-17;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-18;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-19;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-20;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-21;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-22;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-23;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-24;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-25;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-26;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-27;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-28;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-29;Sacrifice at Dusk;Chaos Orb;0.15385;High
Sanctum;2023-03-30;Sacrifice at Dusk;Chaos Orb;0.16245;High
Sanctum;2023-03-31;Sacrifice at Dusk;Chaos Orb;0.16212;High
Sanctum;2023-04-01;Sacrifice at Dusk;Chaos Orb;0.16667;High
Sanctum;2023-04-02;Sacrifice at Dusk;Chaos Orb;0.16667;High
Sanctum;2023-04-03;Sacrifice at Dusk;Chaos Orb;0.16667;High
Sanctum;2023-04-04;Sacrifice at Dusk;Chaos Orb;0.16667;High
Sanctum;2022-12-09;Sacrifice at Noon;Chaos Orb;1;High
Sanctum;2022-12-10;Sacrifice at Noon;Chaos Orb;1;High
Sanctum;2022-12-11;Sacrifice at Noon;Chaos Orb;0.74973;High
Sanctum;2022-12-12;Sacrifice at Noon;Chaos Orb;0.62711;High
Sanctum;2022-12-13;Sacrifice at Noon;Chaos Orb;0.4031;High
Sanctum;2022-12-14;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2022-12-15;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2022-12-16;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2022-12-17;Sacrifice at Noon;Chaos Orb;0.33331;High
Sanctum;2022-12-18;Sacrifice at Noon;Chaos Orb;0.33299;High
Sanctum;2022-12-19;Sacrifice at Noon;Chaos Orb;0.33249;High
Sanctum;2022-12-20;Sacrifice at Noon;Chaos Orb;0.33312;High
Sanctum;2022-12-21;Sacrifice at Noon;Chaos Orb;0.33323;High
Sanctum;2022-12-22;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2022-12-23;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2022-12-24;Sacrifice at Noon;Chaos Orb;0.3331;High
Sanctum;2022-12-25;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2022-12-26;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2022-12-27;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2022-12-28;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2022-12-29;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2022-12-30;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2022-12-31;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-01;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-02;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-03;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-04;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-05;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-06;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-07;Sacrifice at Noon;Chaos Orb;0.33872;High
Sanctum;2023-01-08;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-09;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-10;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-11;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-12;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-13;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-14;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-15;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-16;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-17;Sacrifice at Noon;Chaos Orb;0.33123;High
Sanctum;2023-01-18;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-19;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-20;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-21;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-22;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-23;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-24;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-25;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-26;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-27;Sacrifice at Noon;Chaos Orb;0.34375;High
Sanctum;2023-01-28;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-29;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-30;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-01-31;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-02-01;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-02-02;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-02-03;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-02-04;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-02-05;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-02-06;Sacrifice at Noon;Chaos Orb;0.33333;High
Sanctum;2023-02-07;Sacrifice at Noon;Chaos Orb;0.35758;High
Sanctum;2023-02-08;Sacrifice at Noon;Chaos Orb;0.37073;High
Sanctum;2023-02-09;Sacrifice at Noon;Chaos Orb;0.45955;High
Sanctum;2023-02-10;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-11;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-12;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-13;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-14;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-15;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-16;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-17;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-18;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-19;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-20;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-21;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-22;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-23;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-24;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-25;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-26;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-27;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-02-28;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-03-01;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-03-02;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-03-03;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-03-04;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-03-05;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-03-06;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-03-07;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-03-08;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-03-09;Sacrifice at Noon;Chaos Orb;0.5;High
Sanctum;2023-03-10;Sacrifice at Noon;Chaos Orb;0.49851;High
Sanctum;2023-03-11;Sacrifice at Noon;Chaos Orb;0.47284;High
Sanctum;2023-03-12;Sacrifice at Noon;Chaos Orb;0.46667;High
Sanctum;2023-03-13;Sacrifice at Noon;Chaos Orb;0.46667;High
Sanctum;2023-03-14;Sacrifice at Noon;Chaos Orb;0.46667;High
Sanctum;2023-03-15;Sacrifice at Noon;Chaos Orb;0.46667;High
Sanctum;2023-03-16;Sacrifice at Noon;Chaos Orb;0.46667;High
Sanctum;2023-03-17;Sacrifice at Noon;Chaos Orb;0.46667;High
Sanctum;2023-03-18;Sacrifice at Noon;Chaos Orb;0.45682;High
Sanctum;2023-03-19;Sacrifice at Noon;Chaos Orb;0.45455;High
Sanctum;2023-03-20;Sacrifice at Noon;Chaos Orb;0.46976;High
Sanctum;2023-03-21;Sacrifice at Noon;Chaos Orb;0.49615;High
Sanctum;2023-03-22;Sacrifice at Noon;Chaos Orb;0.47619;High
Sanctum;2023-03-23;Sacrifice at Noon;Chaos Orb;0.47619;High
Sanctum;2023-03-24;Sacrifice at Noon;Chaos Orb;0.47619;High
Sanctum;2023-03-25;Sacrifice at Noon;Chaos Orb;0.47619;High
Sanctum;2023-03-26;Sacrifice at Noon;Chaos Orb;0.47619;High
Sanctum;2023-03-27;Sacrifice at Noon;Chaos Orb;0.47857;High
Sanctum;2023-03-28;Sacrifice at Noon;Chaos Orb;0.47619;High
Sanctum;2023-03-29;Sacrifice at Noon;Chaos Orb;0.47619;High
Sanctum;2023-03-30;Sacrifice at Noon;Chaos Orb;0.46;High
Sanctum;2023-03-31;Sacrifice at Noon;Chaos Orb;0.45455;High
Sanctum;2023-04-01;Sacrifice at Noon;Chaos Orb;0.45455;High
Sanctum;2023-04-02;Sacrifice at Noon;Chaos Orb;0.45455;High
Sanctum;2023-04-03;Sacrifice at Noon;Chaos Orb;0.45455;High
Sanctum;2023-04-04;Sacrifice at Noon;Chaos Orb;0.44355;High
Sanctum;2022-12-09;Sacrifice at Dawn;Chaos Orb;1;High
Sanctum;2022-12-10;Sacrifice at Dawn;Chaos Orb;0.96474;High
Sanctum;2022-12-11;Sacrifice at Dawn;Chaos Orb;0.55697;High
Sanctum;2022-12-12;Sacrifice at Dawn;Chaos Orb;0.33333;High
Sanctum;2022-12-13;Sacrifice at Dawn;Chaos Orb;0.3;High
Sanctum;2022-12-14;Sacrifice at Dawn;Chaos Orb;0.32222;High
Sanctum;2022-12-15;Sacrifice at Dawn;Chaos Orb;0.30001;High
Sanctum;2022-12-16;Sacrifice at Dawn;Chaos Orb;0.28709;High
Sanctum;2022-12-17;Sacrifice at Dawn;Chaos Orb;0.24377;High
Sanctum;2022-12-18;Sacrifice at Dawn;Chaos Orb;0.24645;High
Sanctum;2022-12-19;Sacrifice at Dawn;Chaos Orb;0.24486;High
Sanctum;2022-12-20;Sacrifice at Dawn;Chaos Orb;0.23082;High
Sanctum;2022-12-21;Sacrifice at Dawn;Chaos Orb;0.24333;High
Sanctum;2022-12-22;Sacrifice at Dawn;Chaos Orb;0.2498;High
Sanctum;2022-12-23;Sacrifice at Dawn;Chaos Orb;0.24701;High
Sanctum;2022-12-24;Sacrifice at Dawn;Chaos Orb;0.2632;High
Sanctum;2022-12-25;Sacrifice at Dawn;Chaos Orb;0.25102;High
Sanctum;2022-12-26;Sacrifice at Dawn;Chaos Orb;0.28428;High
Sanctum;2022-12-27;Sacrifice at Dawn;Chaos Orb;0.28367;High
Sanctum;2022-12-28;Sacrifice at Dawn;Chaos Orb;0.31609;High
Sanctum;2022-12-29;Sacrifice at Dawn;Chaos Orb;0.28897;High
Sanctum;2022-12-30;Sacrifice at Dawn;Chaos Orb;0.27538;High
Sanctum;2022-12-31;Sacrifice at Dawn;Chaos Orb;0.26775;High
Sanctum;2023-01-01;Sacrifice at Dawn;Chaos Orb;0.27209;High
Sanctum;2023-01-02;Sacrifice at Dawn;Chaos Orb;0.28563;High
Sanctum;2023-01-03;Sacrifice at Dawn;Chaos Orb;0.2856;High
Sanctum;2023-01-04;Sacrifice at Dawn;Chaos Orb;0.28545;High
Sanctum;2023-01-05;Sacrifice at Dawn;Chaos Orb;0.28566;High
Sanctum;2023-01-06;Sacrifice at Dawn;Chaos Orb;0.29005;High
Sanctum;2023-01-07;Sacrifice at Dawn;Chaos Orb;0.3333;High
Sanctum;2023-01-08;Sacrifice at Dawn;Chaos Orb;0.33333;High
Sanctum;2023-01-09;Sacrifice at Dawn;Chaos Orb;0.32382;High
Sanctum;2023-01-10;Sacrifice at Dawn;Chaos Orb;0.27958;High
Sanctum;2023-01-11;Sacrifice at Dawn;Chaos Orb;0.28425;High
Sanctum;2023-01-12;Sacrifice at Dawn;Chaos Orb;0.33333;High
Sanctum;2023-01-13;Sacrifice at Dawn;Chaos Orb;0.32791;High
Sanctum;2023-01-14;Sacrifice at Dawn;Chaos Orb;0.33104;High
Sanctum;2023-01-15;Sacrifice at Dawn;Chaos Orb;0.33117;High
Sanctum;2023-01-16;Sacrifice at Dawn;Chaos Orb;0.26267;High
Sanctum;2023-01-17;Sacrifice at Dawn;Chaos Orb;0.28049;High
Sanctum;2023-01-18;Sacrifice at Dawn;Chaos Orb;0.29388;High
Sanctum;2023-01-19;Sacrifice at Dawn;Chaos Orb;0.30271;High
Sanctum;2023-01-20;Sacrifice at Dawn;Chaos Orb;0.32681;High
Sanctum;2023-01-21;Sacrifice at Dawn;Chaos Orb;0.30988;High
Sanctum;2023-01-22;Sacrifice at Dawn;Chaos Orb;0.32955;High
Sanctum;2023-01-23;Sacrifice at Dawn;Chaos Orb;0.32856;High
Sanctum;2023-01-24;Sacrifice at Dawn;Chaos Orb;0.3315;High
Sanctum;2023-01-25;Sacrifice at Dawn;Chaos Orb;0.32132;High
Sanctum;2023-01-26;Sacrifice at Dawn;Chaos Orb;0.33167;High
Sanctum;2023-01-27;Sacrifice at Dawn;Chaos Orb;0.33176;High
Sanctum;2023-01-28;Sacrifice at Dawn;Chaos Orb;0.29602;High
Sanctum;2023-01-29;Sacrifice at Dawn;Chaos Orb;0.31749;High
Sanctum;2023-01-30;Sacrifice at Dawn;Chaos Orb;0.28664;High
Sanctum;2023-01-31;Sacrifice at Dawn;Chaos Orb;0.29763;High
Sanctum;2023-02-01;Sacrifice at Dawn;Chaos Orb;0.28175;High
Sanctum;2023-02-02;Sacrifice at Dawn;Chaos Orb;0.32891;High
Sanctum;2023-02-03;Sacrifice at Dawn;Chaos Orb;0.30268;High
Sanctum;2023-02-04;Sacrifice at Dawn;Chaos Orb;0.32113;High
Sanctum;2023-02-05;Sacrifice at Dawn;Chaos Orb;0.32945;High
Sanctum;2023-02-06;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-02-07;Sacrifice at Dawn;Chaos Orb;0.31549;High
Sanctum;2023-02-08;Sacrifice at Dawn;Chaos Orb;0.32206;High
Sanctum;2023-02-09;Sacrifice at Dawn;Chaos Orb;0.32633;High
Sanctum;2023-02-10;Sacrifice at Dawn;Chaos Orb;0.29807;High
Sanctum;2023-02-11;Sacrifice at Dawn;Chaos Orb;0.296;High
Sanctum;2023-02-12;Sacrifice at Dawn;Chaos Orb;0.3;High
Sanctum;2023-02-13;Sacrifice at Dawn;Chaos Orb;0.29952;High
Sanctum;2023-02-14;Sacrifice at Dawn;Chaos Orb;0.29852;High
Sanctum;2023-02-15;Sacrifice at Dawn;Chaos Orb;0.3;High
Sanctum;2023-02-16;Sacrifice at Dawn;Chaos Orb;0.29397;High
Sanctum;2023-02-17;Sacrifice at Dawn;Chaos Orb;0.2894;High
Sanctum;2023-02-18;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-02-19;Sacrifice at Dawn;Chaos Orb;0.26519;High
Sanctum;2023-02-20;Sacrifice at Dawn;Chaos Orb;0.27238;High
Sanctum;2023-02-21;Sacrifice at Dawn;Chaos Orb;0.28333;High
Sanctum;2023-02-22;Sacrifice at Dawn;Chaos Orb;0.28872;High
Sanctum;2023-02-23;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-02-24;Sacrifice at Dawn;Chaos Orb;0.26981;High
Sanctum;2023-02-25;Sacrifice at Dawn;Chaos Orb;0.2731;High
Sanctum;2023-02-26;Sacrifice at Dawn;Chaos Orb;0.28333;High
Sanctum;2023-02-27;Sacrifice at Dawn;Chaos Orb;0.28523;High
Sanctum;2023-02-28;Sacrifice at Dawn;Chaos Orb;0.29404;High
Sanctum;2023-03-01;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-03-02;Sacrifice at Dawn;Chaos Orb;0.27224;High
Sanctum;2023-03-03;Sacrifice at Dawn;Chaos Orb;0.25;High
Sanctum;2023-03-04;Sacrifice at Dawn;Chaos Orb;0.25;High
Sanctum;2023-03-05;Sacrifice at Dawn;Chaos Orb;0.25;High
Sanctum;2023-03-06;Sacrifice at Dawn;Chaos Orb;0.25741;High
Sanctum;2023-03-07;Sacrifice at Dawn;Chaos Orb;0.25;High
Sanctum;2023-03-08;Sacrifice at Dawn;Chaos Orb;0.25;High
Sanctum;2023-03-09;Sacrifice at Dawn;Chaos Orb;0.25;High
Sanctum;2023-03-10;Sacrifice at Dawn;Chaos Orb;0.25;High
Sanctum;2023-03-11;Sacrifice at Dawn;Chaos Orb;0.25;High
Sanctum;2023-03-12;Sacrifice at Dawn;Chaos Orb;0.25;High
Sanctum;2023-03-13;Sacrifice at Dawn;Chaos Orb;0.25;High
Sanctum;2023-03-14;Sacrifice at Dawn;Chaos Orb;0.25;High
Sanctum;2023-03-15;Sacrifice at Dawn;Chaos Orb;0.26025;High
Sanctum;2023-03-16;Sacrifice at Dawn;Chaos Orb;0.2754;High
Sanctum;2023-03-17;Sacrifice at Dawn;Chaos Orb;0.26667;High
Sanctum;2023-03-18;Sacrifice at Dawn;Chaos Orb;0.27098;High
Sanctum;2023-03-19;Sacrifice at Dawn;Chaos Orb;0.27778;High
Sanctum;2023-03-20;Sacrifice at Dawn;Chaos Orb;0.27799;High
Sanctum;2023-03-21;Sacrifice at Dawn;Chaos Orb;0.27943;High
Sanctum;2023-03-22;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-03-23;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-03-24;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-03-25;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-03-26;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-03-27;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-03-28;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-03-29;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-03-30;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-03-31;Sacrifice at Dawn;Chaos Orb;0.28571;High
Sanctum;2023-04-01;Sacrifice at Dawn;Chaos Orb;0.31213;High
Sanctum;2023-04-02;Sacrifice at Dawn;Chaos Orb;0.32352;High
Sanctum;2023-04-03;Sacrifice at Dawn;Chaos Orb;0.3153;High
Sanctum;2023-04-04;Sacrifice at Dawn;Chaos Orb;0.30539;High
Sanctum;2022-12-09;Annulment Shard;Chaos Orb;1;Low
Sanctum;2022-12-10;Annulment Shard;Chaos Orb;0.5;Medium
