League;Date;Get;Pay;Value;Confidence
Ancestor;2023-10-04;Chromatic Orb;Chaos Orb;0.15214;High
Ancestor;2023-10-05;Chromatic Orb;Chaos Orb;0.1518;High
Ancestor;2023-10-06;Chromatic Orb;Chaos Orb;0.1518;High
Ancestor;2023-10-07;Chromatic Orb;Chaos Orb;0.1495;High
Ancestor;2023-10-08;Chromatic Orb;Chaos Orb;0.14974;High
Ancestor;2023-10-09;Chromatic Orb;Chaos Orb;0.14848;High
Ancestor;2023-10-10;Chromatic Orb;Chaos Orb;0.14679;High
Ancestor;2023-10-11;Chromatic Orb;Chaos Orb;0.14679;High
Ancestor;2023-10-12;Chromatic Orb;Chaos Orb;0.14679;High
Ancestor;2023-10-13;Chromatic Orb;Chaos Orb;0.14679;High
Ancestor;2023-10-14;Chromatic Orb;Chaos Orb;0.14742;High
Ancestor;2023-10-15;Chromatic Orb;Chaos Orb;0.14679;High
Ancestor;2023-10-16;Chromatic Orb;Chaos Orb;0.14805;High
Ancestor;2023-10-17;Chromatic Orb;Chaos Orb;0.14805;High
Ancestor;2023-10-18;Chromatic Orb;Chaos Orb;0.14805;High
Ancestor;2023-10-19;Chromatic Orb;Chaos Orb;0.14931;High
Ancestor;2023-10-20;Chromatic Orb;Chaos Orb;0.14959;High
Ancestor;2023-10-21;Chromatic Orb;Chaos Orb;0.1512;High
Ancestor;2023-10-22;Chromatic Orb;Chaos Orb;0.1512;High
Ancestor;2023-10-23;Chromatic Orb;Chaos Orb;0.156;High
Ancestor;2023-10-24;Chromatic Orb;Chaos Orb;0.156;High
Ancestor;2023-10-25;Chromatic Orb;Chaos Orb;0.1584;High
Ancestor;2023-10-26;Chromatic Orb;Chaos Orb;0.1584;High
Ancestor;2023-10-27;Chromatic Orb;Chaos Orb;0.1587;High
Ancestor;2023-10-28;Chromatic Orb;Chaos Orb;0.1608;High
Ancestor;2023-10-29;Chromatic Orb;Chaos Orb;0.1608;High
Ancestor;2023-10-30;Chromatic Orb;Chaos Orb;0.1608;High
Ancestor;2023-10-31;Chromatic Orb;Chaos Orb;0.1608;High
Ancestor;2023-11-01;Chromatic Orb;Chaos Orb;0.16134;High
Ancestor;2023-11-02;Chromatic Orb;Chaos Orb;0.1608;High
Ancestor;2023-11-03;Chromatic Orb;Chaos Orb;0.1608;High
Ancestor;2023-11-04;Chromatic Orb;Chaos Orb;0.1608;High
Ancestor;2023-11-05;Chromatic Orb;Chaos Orb;0.16188;High
Ancestor;2023-11-06;Chromatic Orb;Chaos Orb;0.16596;High
Ancestor;2023-11-07;Chromatic Orb;Chaos Orb;0.16667;High
Ancestor;2023-11-08;Chromatic Orb;Chaos Orb;0.1704;High
Ancestor;2023-11-09;Chromatic Orb;Chaos Orb;0.1704;High
Ancestor;2023-11-10;Chromatic Orb;Chaos Orb;0.17016;High
Ancestor;2023-11-11;Chromatic Orb;Chaos Orb;0.16787;High
Ancestor;2023-11-12;Chromatic Orb;Chaos Orb;0.1704;High
Ancestor;2023-11-13;Chromatic Orb;Chaos Orb;0.1704;High
Ancestor;2023-11-14;Chromatic Orb;Chaos Orb;0.1704;High
Ancestor;2023-11-15;Chromatic Orb;Chaos Orb;0.1704;High
Ancestor;2023-11-16;Chromatic Orb;Chaos Orb;0.1704;High
Ancestor;2023-11-17;Chromatic Orb;Chaos Orb;0.1704;High
Ancestor;2023-11-18;Chromatic Orb;Chaos Orb;0.1721;High
Ancestor;2023-11-19;Chromatic Orb;Chaos Orb;0.16776;High
Ancestor;2023-11-20;Chromatic Orb;Chaos Orb;0.17182;High
Ancestor;2023-11-21;Chromatic Orb;Chaos Orb;0.16757;High
Ancestor;2023-11-22;Chromatic Orb;Chaos Orb;0.1715;High
Ancestor;2023-11-23;Chromatic Orb;Chaos Orb;0.16667;High
Ancestor;2023-11-24;Chromatic Orb;Chaos Orb;0.16667;High
Ancestor;2023-11-25;Chromatic Orb;Chaos Orb;0.16667;High
Ancestor;2023-11-26;Chromatic Orb;Chaos Orb;0.16667;High
Ancestor;2023-11-27;Chromatic Orb;Chaos Orb;0.16676;High
Ancestor;2023-11-28;Chromatic Orb;Chaos Orb;0.1675;High
Ancestor;2023-11-29;Chromatic Orb;Chaos Orb;0.1675;High
Ancestor;2023-11-30;Chromatic Orb;Chaos Orb;0.1675;High
Ancestor;2023-12-01;Chromatic Orb;Chaos Orb;0.16742;High
Ancestor;2023-12-02;Chromatic Orb;Chaos Orb;0.16867;High
Ancestor;2023-12-03;Chromatic Orb;Chaos Orb;0.17299;High
Ancestor;2023-12-04;Chromatic Orb;Chaos Orb;0.17404;High
Ancestor;2023-12-05;Chromatic Orb;Chaos Orb;0.17405;High
Ancestor;2023-08-18;Silver Coin;Chaos Orb;1;High
Ancestor;2023-08-19;Silver Coin;Chaos Orb;1;High
Ancestor;2023-08-20;Silver Coin;Chaos Orb;0.33333;High
Ancestor;2023-08-21;Silver Coin;Chaos Orb;0.33333;High
Ancestor;2023-08-22;Silver Coin;Chaos Orb;0.23212;High
Ancestor;2023-08-23;Silver Coin;Chaos Orb;0.24786;High
Ancestor;2023-08-24;Silver Coin;Chaos Orb;1;High
Ancestor;2023-08-25;Silver Coin;Chaos Orb;0.83488;High
Ancestor;2023-08-26;Silver Coin;Chaos Orb;0.66819;High
Ancestor;2023-08-27;Silver Coin;Chaos Orb;0.71118;High
Ancestor;2023-08-28;Silver Coin;Chaos Orb;0.99608;High
Ancestor;2023-08-29;Silver Coin;Chaos Orb;1;High
Ancestor;2023-08-30;Silver Coin;Chaos Orb;1;High
Ancestor;2023-08-31;Silver Coin;Chaos Orb;1;High
Ancestor;2023-09-01;Silver Coin;Chaos Orb;1;High
Ancestor;2023-09-02;Silver Coin;Chaos Orb;1;High
Ancestor;2023-09-03;Silver Coin;Chaos Orb;0.96813;High
Ancestor;2023-09-04;Silver Coin;Chaos Orb;0.90909;High
Ancestor;2023-09-05;Silver Coin;Chaos Orb;0.90909;High
Ancestor;2023-09-06;Silver Coin;Chaos Orb;0.90909;High
Ancestor;2023-09-07;Silver Coin;Chaos Orb;0.85714;High
Ancestor;2023-09-08;Silver Coin;Chaos Orb;0.80321;High
Ancestor;2023-09-09;Silver Coin;Chaos Orb;0.83333;High
Ancestor;2023-09-10;Silver Coin;Chaos Orb;0.83333;High
Ancestor;2023-09-11;Silver Coin;Chaos Orb;0.83333;High
Ancestor;2023-09-12;Silver Coin;Chaos Orb;0.83333;High
Ancestor;2023-09-13;Silver Coin;Chaos Orb;0.83333;High
Ancestor;2023-09-14;Silver Coin;Chaos Orb;0.83333;High
Ancestor;2023-09-15;Silver Coin;Chaos Orb;0.83333;High
Ancestor;2023-09-16;Silver Coin;Chaos Orb;0.83333;High
Ancestor;2023-09-17;Silver Coin;Chaos Orb;0.83333;High
Ancestor;2023-09-18;Silver Coin;Chaos Orb;0.83333;High
Ancestor;2023-09-19;Silver Coin;Chaos Orb;0.83333;High
Ancestor;2023-09-20;Silver Coin;Chaos Orb;0.86667;High
Ancestor;2023-09-21;Silver Coin;Chaos Orb;0.86717;High
Ancestor;2023-09-22;Silver Coin;Chaos Orb;0.88889;High
Ancestor;2023-09-23;Silver Coin;Chaos Orb;0.9;High
Ancestor;2023-09-24;Silver Coin;Chaos Orb;0.90901;High
Ancestor;2023-09-25;Silver Coin;Chaos Orb;0.9;High
Ancestor;2023-09-26;Silver Coin;Chaos Orb;0.91591;High
Ancestor;2023-09-27;Silver Coin;Chaos Orb;0.91591;High
Ancestor;2023-09-28;Silver Coin;Chaos Orb;0.90991;High
Ancestor;2023-09-29;Silver Coin;Chaos Orb;0.91667;High
Ancestor;2023-09-30;Silver Coin;Chaos Orb;0.92266;High
Ancestor;2023-10-01;Silver Coin;Chaos Orb;0.92308;High
Ancestor;2023-10-02;Silver Coin;Chaos Orb;0.93333;High
Ancestor;2023-10-03;Silver Coin;Chaos Orb;0.93231;High
Ancestor;2023-10-04;Silver Coin;Chaos Orb;0.93333;High
Ancestor;2023-10-05;Silver Coin;Chaos Orb;0.93333;High
Ancestor;2023-10-06;Silver Coin;Chaos Orb;0.94476;High
Ancestor;2023-10-07;Silver Coin;Chaos Orb;0.93333;High
Ancestor;2023-10-08;Silver Coin;Chaos Orb;0.95515;High
Ancestor;2023-10-09;Silver Coin;Chaos Orb;0.96667;High
Ancestor;2023-10-10;Silver Coin;Chaos Orb;0.95471;High
Ancestor;2023-10-11;Silver Coin;Chaos Orb;0.94333;High
Ancestor;2023-10-12;Silver Coin;Chaos Orb;0.95145;High
Ancestor;2023-10-13;Silver Coin;Chaos Orb;0.95145;High
Ancestor;2023-10-14;Silver Coin;Chaos Orb;0.95734;High
Ancestor;2023-10-15;Silver Coin;Chaos Orb;0.93333;High
Ancestor;2023-10-16;Silver Coin;Chaos Orb;0.94411;High
Ancestor;2023-10-17;Silver Coin;Chaos Orb;0.95433;High
Ancestor;2023-10-18;Silver Coin;Chaos Orb;0.95187;High
Ancestor;2023-10-19;Silver Coin;Chaos Orb;0.93333;High
Ancestor;2023-10-20;Silver Coin;Chaos Orb;0.96667;High
Ancestor;2023-10-21;Silver Coin;Chaos Orb;0.99667;High
Ancestor;2023-10-22;Silver Coin;Chaos Orb;1;High
Ancestor;2023-10-23;Silver Coin;Chaos Orb;1;High
Ancestor;2023-10-24;Silver Coin;Chaos Orb;1;High
Ancestor;2023-10-25;Silver Coin;Chaos Orb;1;High
Ancestor;2023-10-26;Silver Coin;Chaos Orb;1;High
Ancestor;2023-10-27;Silver Coin;Chaos Orb;1;High
Ancestor;2023-10-28;Silver Coin;Chaos Orb;1;High
Ancestor;2023-10-29;Silver Coin;Chaos Orb;1;High
Ancestor;2023-10-30;Silver Coin;Chaos Orb;1;High
Ancestor;2023-10-31;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-01;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-02;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-03;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-04;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-05;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-06;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-07;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-08;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-09;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-10;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-11;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-12;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-13;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-14;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-15;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-16;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-17;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-18;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-19;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-20;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-21;Silver Coin;Chaos Orb;1;High
Ancestor;2023-11-22;Silver Coin;Chaos Orb;1.00453;High
Ancestor;2023-11-23;Silver Coin;Chaos Orb;1.0653;High
Ancestor;2023-11-24;Silver Coin;Chaos Orb;1.33333;High
Ancestor;2023-11-25;Silver Coin;Chaos Orb;2;High
Ancestor;2023-11-26;Silver Coin;Chaos Orb;2;High
Ancestor;2023-11-27;Silver Coin;Chaos Orb;1.5;High
Ancestor;2023-11-28;Silver Coin;Chaos Orb;1.5;High
Ancestor;2023-11-29;Silver Coin;Chaos Orb;1.5;High
Ancestor;2023-11-30;Silver Coin;Chaos Orb;1.49773;High
Ancestor;2023-12-01;Silver Coin;Chaos Orb;1;High
Ancestor;2023-12-02;Silver Coin;Chaos Orb;1;High
Ancestor;2023-12-03;Silver Coin;Chaos Orb;1;High
Ancestor;2023-12-04;Silver Coin;Chaos Orb;1;High
Ancestor;2023-12-05;Silver Coin;Chaos Orb;1;High
Ancestor;2023-08-18;Orb of Transmutation;Chaos Orb;0.5;High
Ancestor;2023-08-19;Orb of Transmutation;Chaos Orb;0.04;High
Ancestor;2023-08-20;Orb of Transmutation;Chaos Orb;0.0303;High
Ancestor;2023-08-21;Orb of Transmutation;Chaos Orb;0.02703;High
Ancestor;2023-08-22;Orb of Transmutation;Chaos Orb;0.02564;High
Ancestor;2023-08-23;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-08-24;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-08-25;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-08-26;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-08-27;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-08-28;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-08-29;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-08-30;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-08-31;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-09-01;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-09-02;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-09-03;Orb of Transmutation;Chaos Orb;0.025;High
Ancestor;2023-09-04;Orb of Transmutation;Chaos Orb;0.02439;High
Ancestor;2023-09-05;Orb of Transmutation;Chaos Orb;0.02439;High
Ancestor;2023-09-06;Orb of Transmutation;Chaos Orb;0.02438;High
Ancestor;2023-09-07;Orb of Transmutation;Chaos Orb;0.02415;High
Ancestor;2023-09-08;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-09;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-10;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-11;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-12;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-13;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-14;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-15;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-16;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-17;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-18;Orb of Transmutation;Chaos Orb;0.0238;High
Ancestor;2023-09-19;Orb of Transmutation;Chaos Orb;0.0238;High
Ancestor;2023-09-20;Orb of Transmutation;Chaos Orb;0.0238;High
Ancestor;2023-09-21;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-22;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-23;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-24;Orb of Transmutation;Chaos Orb;0.0238;High
Ancestor;2023-09-25;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-26;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-27;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-28;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-29;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-09-30;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-10-01;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-10-02;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-10-03;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-10-04;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-10-05;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-10-06;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-10-07;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-10-08;Orb of Transmutation;Chaos Orb;0.02381;High
Ancestor;2023-10-09;Orb of Transmutation;Chaos Orb;0.02381;High
