League;Date;Get;Pay;Value;Confidence
Crucible;2023-07-06;Chromatic Orb;Chaos Orb;0.13098;High
Crucible;2023-07-07;Chromatic Orb;Chaos Orb;0.13419;High
Crucible;2023-07-08;Chromatic Orb;Chaos Orb;0.13795;High
Crucible;2023-07-09;Chromatic Orb;Chaos Orb;0.14286;High
Crucible;2023-07-10;Chromatic Orb;Chaos Orb;0.13479;High
Crucible;2023-07-11;Chromatic Orb;Chaos Orb;0.13313;High
Crucible;2023-07-12;Chromatic Orb;Chaos Orb;0.14207;High
Crucible;2023-07-13;Chromatic Orb;Chaos Orb;0.14278;High
Crucible;2023-07-14;Chromatic Orb;Chaos Orb;0.14286;High
Crucible;2023-07-15;Chromatic Orb;Chaos Orb;0.14286;High
Crucible;2023-07-16;Chromatic Orb;Chaos Orb;0.15131;High
Crucible;2023-07-17;Chromatic Orb;Chaos Orb;0.15139;High
Crucible;2023-07-18;Chromatic Orb;Chaos Orb;0.15272;High
Crucible;2023-07-19;Chromatic Orb;Chaos Orb;0.15355;High
Crucible;2023-07-20;Chromatic Orb;Chaos Orb;0.15355;High
Crucible;2023-07-21;Chromatic Orb;Chaos Orb;0.15272;High
Crucible;2023-07-22;Chromatic Orb;Chaos Orb;0.15272;High
Crucible;2023-07-23;Chromatic Orb;Chaos Orb;0.15272;High
Crucible;2023-07-24;Chromatic Orb;Chaos Orb;0.15355;High
Crucible;2023-07-25;Chromatic Orb;Chaos Orb;0.15355;High
Crucible;2023-07-26;Chromatic Orb;Chaos Orb;0.15521;High
Crucible;2023-07-27;Chromatic Orb;Chaos Orb;0.15561;High
Crucible;2023-07-28;Chromatic Orb;Chaos Orb;0.15597;High
Crucible;2023-07-29;Chromatic Orb;Chaos Orb;0.15127;High
Crucible;2023-07-30;Chromatic Orb;Chaos Orb;0.15338;High
Crucible;2023-07-31;Chromatic Orb;Chaos Orb;0.1577;High
Crucible;2023-08-01;Chromatic Orb;Chaos Orb;0.15448;High
Crucible;2023-08-02;Chromatic Orb;Chaos Orb;0.15773;High
Crucible;2023-08-03;Chromatic Orb;Chaos Orb;0.15385;High
Crucible;2023-08-04;Chromatic Orb;Chaos Orb;0.15448;High
Crucible;2023-08-05;Chromatic Orb;Chaos Orb;0.14286;High
Crucible;2023-08-06;Chromatic Orb;Chaos Orb;0.14286;High
Crucible;2023-08-07;Chromatic Orb;Chaos Orb;0.15054;High
Crucible;2023-08-08;Chromatic Orb;Chaos Orb;0.14198;High
Crucible;2023-08-09;Chromatic Orb;Chaos Orb;0.14219;High
Crucible;2023-08-10;Chromatic Orb;Chaos Orb;0.14286;High
Crucible;2023-08-11;Chromatic Orb;Chaos Orb;0.12322;High
Crucible;2023-08-12;Chromatic Orb;Chaos Orb;0.13098;High
Crucible;2023-08-13;Chromatic Orb;Chaos Orb;0.11747;High
Crucible;2023-08-14;Chromatic Orb;Chaos Orb;0.11628;High
Crucible;2023-08-15;Chromatic Orb;Chaos Orb;0.10848;High
Crucible;2023-04-07;Glassblower's Bauble;Chaos Orb;1;High
Crucible;2023-04-08;Glassblower's Bauble;Chaos Orb;0.5;High
Crucible;2023-04-09;Glassblower's Bauble;Chaos Orb;0.9;High
Crucible;2023-04-10;Glassblower's Bauble;Chaos Orb;0.75;High
Crucible;2023-04-11;Glassblower's Bauble;Chaos Orb;0.65;High
Crucible;2023-04-12;Glassblower's Bauble;Chaos Orb;0.5;High
Crucible;2023-04-13;Glassblower's Bauble;Chaos Orb;0.43539;High
Crucible;2023-04-14;Glassblower's Bauble;Chaos Orb;0.4;High
Crucible;2023-04-15;Glassblower's Bauble;Chaos Orb;0.39303;High
Crucible;2023-04-16;Glassblower's Bauble;Chaos Orb;0.33333;High
Crucible;2023-04-17;Glassblower's Bauble;Chaos Orb;0.33333;High
Crucible;2023-04-18;Glassblower's Bauble;Chaos Orb;0.32751;High
Crucible;2023-04-19;Glassblower's Bauble;Chaos Orb;0.30474;High
Crucible;2023-04-20;Glassblower's Bauble;Chaos Orb;0.3;High
Crucible;2023-04-21;Glassblower's Bauble;Chaos Orb;0.29107;High
Crucible;2023-04-22;Glassblower's Bauble;Chaos Orb;0.28571;High
Crucible;2023-04-23;Glassblower's Bauble;Chaos Orb;0.27778;High
Crucible;2023-04-24;Glassblower's Bauble;Chaos Orb;0.27027;High
Crucible;2023-04-25;Glassblower's Bauble;Chaos Orb;0.26848;High
Crucible;2023-04-26;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-04-27;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-04-28;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-04-29;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-04-30;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-05-01;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-05-02;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-05-03;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-05-04;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-05-05;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-05-06;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-05-07;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-05-08;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-05-09;Glassblower's Bauble;Chaos Orb;0.25;High
Crucible;2023-05-10;Glassblower's Bauble;Chaos Orb;0.2439;High
Crucible;2023-05-11;Glassblower's Bauble;Chaos Orb;0.24738;High
Crucible;2023-05-12;Glassblower's Bauble;Chaos Orb;0.2381;High
Crucible;2023-05-13;Glassblower's Bauble;Chaos Orb;0.24059;High
Crucible;2023-05-14;Glassblower's Bauble;Chaos Orb;0.24377;High
Crucible;2023-05-15;Glassblower's Bauble;Chaos Orb;0.23943;High
Crucible;2023-05-16;Glassblower's Bauble;Chaos Orb;0.23928;High
Crucible;2023-05-17;Glassblower's Bauble;Chaos Orb;0.23756;High
Crucible;2023-05-18;Glassblower's Bauble;Chaos Orb;0.2375;High
Crucible;2023-05-19;Glassblower's Bauble;Chaos Orb;0.22727;High
Crucible;2023-05-20;Glassblower's Bauble;Chaos Orb;0.22727;High
Crucible;2023-05-21;Glassblower's Bauble;Chaos Orb;0.22727;High
Crucible;2023-05-22;Glassblower's Bauble;Chaos Orb;0.227;High
Crucible;2023-05-23;Glassblower's Bauble;Chaos Orb;0.22702;High
Crucible;2023-05-24;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-05-25;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-05-26;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-05-27;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-05-28;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-05-29;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-05-30;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-05-31;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-01;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-02;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-03;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-04;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-05;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-06;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-07;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-08;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-09;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-10;Glassblower's Bauble;Chaos Orb;0.22068;High
Crucible;2023-06-11;Glassblower's Bauble;Chaos Orb;0.22219;High
Crucible;2023-06-12;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-13;Glassblower's Bauble;Chaos Orb;0.22199;High
Crucible;2023-06-14;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-15;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-16;Glassblower's Bauble;Chaos Orb;0.22171;High
Crucible;2023-06-17;Glassblower's Bauble;Chaos Orb;0.22;High
Crucible;2023-06-18;Glassblower's Bauble;Chaos Orb;0.22095;High
Crucible;2023-06-19;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-20;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-21;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-22;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-23;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-24;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-25;Glassblower's Bauble;Chaos Orb;0.21948;High
Crucible;2023-06-26;Glassblower's Bauble;Chaos Orb;0.22;High
Crucible;2023-06-27;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-06-28;Glassblower's Bauble;Chaos Orb;0.22763;High
Crucible;2023-06-29;Glassblower's Bauble;Chaos Orb;0.23529;High
Crucible;2023-06-30;Glassblower's Bauble;Chaos Orb;0.23529;High
Crucible;2023-07-01;Glassblower's Bauble;Chaos Orb;0.2381;High
Crucible;2023-07-02;Glassblower's Bauble;Chaos Orb;0.2381;High
Crucible;2023-07-03;Glassblower's Bauble;Chaos Orb;0.23661;High
Crucible;2023-07-04;Glassblower's Bauble;Chaos Orb;0.22763;High
Crucible;2023-07-05;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-06;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-07;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-08;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-09;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-10;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-11;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-12;Glassblower's Bauble;Chaos Orb;0.21996;High
Crucible;2023-07-13;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-14;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-15;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-16;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-17;Glassblower's Bauble;Chaos Orb;0.22;High
Crucible;2023-07-18;Glassblower's Bauble;Chaos Orb;0.21978;High
Crucible;2023-07-19;Glassblower's Bauble;Chaos Orb;0.21939;High
Crucible;2023-07-20;Glassblower's Bauble;Chaos Orb;0.21939;High
Crucible;2023-07-21;Glassblower's Bauble;Chaos Orb;0.21996;High
Crucible;2023-07-22;Glassblower's Bauble;Chaos Orb;0.21978;High
Crucible;2023-07-23;Glassblower's Bauble;Chaos Orb;0.21939;High
Crucible;2023-07-24;Glassblower's Bauble;Chaos Orb;0.21978;High
Crucible;2023-07-25;Glassblower's Bauble;Chaos Orb;0.22217;High
Crucible;2023-07-26;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-27;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-28;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-29;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-30;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-07-31;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-08-01;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-08-02;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-08-03;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-08-04;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-08-05;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-08-06;Glassblower's Bauble;Chaos Orb;0.22444;High
Crucible;2023-08-07;Glassblower's Bauble;Chaos Orb;0.22518;High
Crucible;2023-08-08;Glassblower's Bauble;Chaos Orb;0.22727;High
Crucible;2023-08-09;Glassblower's Bauble;Chaos Orb;0.22727;High
Crucible;2023-08-10;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-08-11;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-08-12;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-08-13;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-08-14;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-08-15;Glassblower's Bauble;Chaos Orb;0.22222;High
Crucible;2023-04-07;Portal Scroll;Chaos Orb;1;Medium
Crucible;2023-04-08;Portal Scroll;Chaos Orb;0.25;High
Crucible;2023-04-09;Portal Scroll;Chaos Orb;0.0365;High
Crucible;2023-04-10;Portal Scroll;Chaos Orb;0.03124;High
Crucible;2023-04-11;Portal Scroll;Chaos Orb;0.0303;High
Crucible;2023-04-12;Portal Scroll;Chaos Orb;0.03115;High
Crucible;2023-04-13;Portal Scroll;Chaos Orb;0.03125;High
Crucible;2023-04-14;Portal Scroll;Chaos Orb;0.0303;High
Crucible;2023-04-15;Portal Scroll;Chaos Orb;0.0303;High
Crucible;2023-04-16;Portal Scroll;Chaos Orb;0.02976;High
Crucible;2023-04-17;Portal Scroll;Chaos Orb;0.02857;High
Crucible;2023-04-18;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-04-19;Portal Scroll;Chaos Orb;0.02857;High
Crucible;2023-04-20;Portal Scroll;Chaos Orb;0.02857;High
Crucible;2023-04-21;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-04-22;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-04-23;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-04-24;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-04-25;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-04-26;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-04-27;Portal Scroll;Chaos Orb;0.02593;High
Crucible;2023-04-28;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-04-29;Portal Scroll;Chaos Orb;0.02564;High
Crucible;2023-04-30;Portal Scroll;Chaos Orb;0.0253;High
Crucible;2023-05-01;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-02;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-03;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-04;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-05;Portal Scroll;Chaos Orb;0.02763;High
Crucible;2023-05-06;Portal Scroll;Chaos Orb;0.02748;High
Crucible;2023-05-07;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-08;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-09;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-10;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-11;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-12;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-13;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-14;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-15;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-16;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-17;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-18;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-19;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-20;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-21;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-22;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-23;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-24;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-25;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-26;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-27;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-28;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-29;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-05-30;Portal Scroll;Chaos Orb;0.02597;High
Crucible;2023-05-31;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-01;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-02;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-03;Portal Scroll;Chaos Orb;0.02632;High
Crucible;2023-06-04;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-05;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-06;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-07;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-08;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-09;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-10;Portal Scroll;Chaos Orb;0.02857;High
Crucible;2023-06-11;Portal Scroll;Chaos Orb;0.02857;High
Crucible;2023-06-12;Portal Scroll;Chaos Orb;0.02857;High
Crucible;2023-06-13;Portal Scroll;Chaos Orb;0.02857;High
Crucible;2023-06-14;Portal Scroll;Chaos Orb;0.02857;High
Crucible;2023-06-15;Portal Scroll;Chaos Orb;0.02857;High
Crucible;2023-06-16;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-17;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-18;Portal Scroll;Chaos Orb;0.02703;High
Crucible;2023-06-19;Portal Scroll;Chaos Orb;0.02673;High
Crucible;2023-06-20;Portal Scroll;Chaos Orb;0.02703;High
Crucible;2023-06-21;Portal Scroll;Chaos Orb;0.02817;High
Crucible;2023-06-22;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-23;Portal Scroll;Chaos Orb;0.02763;High
Crucible;2023-06-24;Portal Scroll;Chaos Orb;0.02668;High
Crucible;2023-06-25;Portal Scroll;Chaos Orb;0.02538;High
Crucible;2023-06-26;Portal Scroll;Chaos Orb;0.02586;High
Crucible;2023-06-27;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-28;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-29;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-06-30;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-07-01;Portal Scroll;Chaos Orb;0.02784;High
Crucible;2023-07-02;Portal Scroll;Chaos Orb;0.0278;High
Crucible;2023-07-03;Portal Scroll;Chaos Orb;0.02857;High
Crucible;2023-07-04;Portal Scroll;Chaos Orb;0.02857;High
Crucible;2023-07-05;Portal Scroll;Chaos Orb;0.02788;High
Crucible;2023-07-06;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-07-07;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-07-08;Portal Scroll;Chaos Orb;0.02786;High
Crucible;2023-07-09;Portal Scroll;Chaos Orb;0.02797;High
Crucible;2023-07-10;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-07-11;Portal Scroll;Chaos Orb;0.02789;High
Crucible;2023-07-12;Portal Scroll;Chaos Orb;0.02838;High
Crucible;2023-07-13;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-07-14;Portal Scroll;Chaos Orb;0.02822;High
Crucible;2023-07-15;Portal Scroll;Chaos Orb;0.02789;High
Crucible;2023-07-16;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-07-17;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-07-18;Portal Scroll;Chaos Orb;0.02763;High
Crucible;2023-07-19;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-07-20;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-07-21;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-07-22;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-07-23;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-07-24;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-07-25;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-07-26;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-07-27;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-07-28;Portal Scroll;Chaos Orb;0.02556;High
Crucible;2023-07-29;Portal Scroll;Chaos Orb;0.02778;High
Crucible;2023-07-30;Portal Scroll;Chaos Orb;0.0265;High
Crucible;2023-07-31;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-08-01;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-08-02;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-08-03;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-08-04;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-08-05;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-08-06;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-08-07;Portal Scroll;Chaos Orb;0.025;High
Crucible;2023-08-08;Portal Scroll;Chaos Orb;0.025;High
